"Business Category","Sub Category","Company Name","Address","Contact Number 1","Contact Number 2","Area","City","Pincode","Year Establish","Source Link"
"Hotels						","Guest Houses						,","The Palazzo","House No 15-31 Plot No 103 104 105, Phase V, Kphb Colony, Hyderabad - 500072, Behind Malaysian Township","+(91)-40-33018586","","'dtpg');
											openDiv('hui')","","500072","2014","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/The-Palazzo-\&lt\;near\&gt\;-Behind-Malaysian-Township-Kphb-Colony/040PXX40-XX40-130806004504-T1E4_BZDET?xid=SHlkZXJhYmFkIDEgU3RhciBIb3RlbHM="
"1 Star Hotels						","Hotels						,","Suhail Hotel","Door No 4-1-527, Troop Bazar, Abids, Hyderabad - 500001, Behind Gpo","+(91)-40-33064602","","Abids","Hyderabad","500001","2002","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Suhail-Hotel-\&lt\;near\&gt\;-Behind-Gpo-Abids/040PPE03547_BZDET?xid=SHlkZXJhYmFkIDEgU3RhciBIb3RlbHM="
"Hotels						","Apartment Hotels						,","Hotel Danish","House No 1-89/c/18/11, Survey No 43 to 47, Brundavan Colony,Durdgam Cheruvu Road, Madhapur, Hyderaba...","+(91)-40-39514480","","Madhapur","Hyderabad","500081","2009","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Hotel-Danish-\&lt\;near\&gt\;-Opposite-To-NCC-Near-Inorbit-Mall-Madhapur/040PXX40-XX40-140108120750-E9C7_BZDET?xid=SHlkZXJhYmFkIDEgU3RhciBIb3RlbHM="
"Hotels						","Guest Houses						,","Sunshine Castle","Plot No 11, Swarna SAI Sanidhi, White Fields, Kondapur, Hyderabad - 500081, Opposite Sperling Apartment","+(91)-40-33924156","","Kondapur","Hyderabad","500081","2010","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Sunshine-Castle-\&lt\;near\&gt\;-Opposite-Sperling-Apartment-Kondapur/040PXX40-XX40-150403120349-R9K8_BZDET?xid=SHlkZXJhYmFkIDEgU3RhciBIb3RlbHM="
"Lodging Services						","Hotels						,","Mid Town Guest House","Plot No 8-3-231/G/6, Mohd Shafi Complex, Jubilee Hills, Hyderabad - 500033, Jubilee Hills X Road, Ra...","+(91)-40-33016073","","Jubilee Hills","Hyderabad","500033","2012","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Mid-Town-Guest-House-\&lt\;near\&gt\;-Jubilee-Hills-X-Road--Rajeev-Gandhi-Statue--Sri-Krishna-Nagar-Jubilee-Hills/040PXX40-XX40-130515110757-K8B1_BZDET?xid=SHlkZXJhYmFkIDEgU3RhciBIb3RlbHM="
"Hotels						","Lodging Services						,","Hotel Meredian Palace","House No 6-1-1063/4/A/A, Lakdi Ka Pool-Khairatabad, Hyderabad - 500004, Opposite Global Hospital","+(91)-40-33017888","","Lakdi Ka Pool-Khairatabad","Hyderabad","500004","2013","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Hotel-Meredian-Palace-\&lt\;near\&gt\;-Opposite-Global-Hospital-Lakdi-Ka-Pool-Khairatabad/040PXX40-XX40-130716210806-V4N8_BZDET?xid=SHlkZXJhYmFkIDEgU3RhciBIb3RlbHM="
"Lodging Services						","Hotels						,","Shiva Lodge","Door No -4-296/297,Mithila Complex, Bank Street, Koti, Hyderabad - 500095, Opposite To Dena Bank,Bes...","+(91)-40-33065455","","Koti","Hyderabad","500095","2007","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Shiva-Lodge-\&lt\;near\&gt\;-Opposite-To-Dena-Bank-Beside-Gujrathi-Galli-Koti/040PXX40-XX40-090502175257-T1F7_BZDET?xid=SHlkZXJhYmFkIDEgU3RhciBIb3RlbHM="
"Lodging Services						","Hotels						,","Sri Supraja Group Of Hotels","Plot No 4-91, Chanda Nagar, Hyderabad - 500050, Above DCB Bank","+(91)-40-33067427","","Chanda Nagar","Hyderabad","500050","2006","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Sri-Supraja-Group-Of-Hotels-\&lt\;near\&gt\;-Above-DCB-Bank-Chanda-Nagar/040PXX40-XX40-091204160632-N3B2_BZDET?xid=SHlkZXJhYmFkIDIgU3RhciBIb3RlbHM="
"Hotels						","2 Star Hotels						,","Orange Transit House","House No.6-3-456/22, Dwarakapuri Colony, Panjagutta, Hyderabad - 500082, Beside Model House Lane","+(91)-40-33018774","","Panjagutta","Hyderabad","500082","2011","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Orange-Transit-House-\&lt\;near\&gt\;-Beside-Model-House-Lane-Panjagutta/040PXX40-XX40-130812165708-U3M3_BZDET?xid=SHlkZXJhYmFkIDIgU3RhciBIb3RlbHM="
"2 Star Hotels						","Hotels						,","KRS Nest","House No 1-60/30/10&9, Anjaiah Nagar ,Gachibowli Miyapur Road, Gachibowli, Hyderabad - 500032, Oppos...","+(91)-40-33920008","","Gachibowli","Hyderabad","500032","2014","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/KRS-Nest-\&lt\;near\&gt\;-Opposite-To-Jaya-Bheri-Enclave-Gachibowli/040PXX40-XX40-140828151721-J1K2_BZDET?xid=SHlkZXJhYmFkIDIgU3RhciBIb3RlbHM="
"Apartment Hotels						","Hotels						,","Silicon Ville","Hno 2-41/11,Jayabheri Enclave, Kothaguda, Gachibowli, Hyderabad - 500032, Behind Radission Hotel","+(91)-40-33063932","","Gachibowli","Hyderabad","500032","2008","Monday -Sunday ","http://www.justdial.com/Hyderabad/Silicon-Ville-\&lt\;near\&gt\;-Behind-Radission-Hotel-Gachibowli/040PJDYPHD32704_BZDET?xid=SHlkZXJhYmFkIDIgU3RhciBIb3RlbHM="
"Apartment Hotels						","Hotels						,","Garden View Inn","Plot No 16& 23 ,Garden View Enclave, White Fields, Kondapur, Hyderabad - 500081, Behind State Bank O...","+(91)-40-33088046","","Kondapur","Hyderabad","500081","2006","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Garden-View-Inn-\&lt\;near\&gt\;-Behind-State-Bank-Of-Mysore-Kondapur/040PXX40-XX40-111219122231-D6H3_BZDET?xid=SHlkZXJhYmFkIDIgU3RhciBIb3RlbHM="
"2 Star Hotels						","Hotels						,","Hotel Siri Inn","Fresh Living D - Block, Image Hospital Road, Madhapur, Hyderabad - 500081, Near Mind Space, Reliance...","+(91)-40-33701176","","Madhapur","Hyderabad","500081","2015","Monday -Sunday ","http://www.justdial.com/Hyderabad/Hotel-Siri-Inn-\&lt\;near\&gt\;-Near-Mind-Space--Reliance-Fresh-Above-Madhapur/040PXX40-XX40-150804170047-Z7N3_BZDET?xid=SHlkZXJhYmFkIDIgU3RhciBIb3RlbHM="
"AC Banquet Halls						","Hotels						,","Hotel Tourist Palace","House No 5-1-718/2, Bank Street, Koti, Hyderabad - 500095, Beside ENT Hospital","+(91)-40-39616218","","Koti","Hyderabad","500095","2001","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Hotel-Tourist-Palace-\&lt\;near\&gt\;-Beside-ENT-Hospital-Koti/040PXX40-XX40-120706115031-U8Z3_BZDET?xid=SHlkZXJhYmFkIDIgU3RhciBIb3RlbHM="
"Hotels						","Lodging Services						,","Hotel Nirmal Grand","Building No 10-3-187/5, 1st Floor, St Johns Road, Secunderabad, Hyderabad - 500003, Opposite Railway...","+(91)-40-33060986","","Secunderabad","Hyderabad","500003","2013","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Hotel-Nirmal-Grand-\&lt\;near\&gt\;-Opposite-Railway-Reservation-Complex-Secunderabad/040P17069_BZDET?xid=SHlkZXJhYmFkIDIgU3RhciBIb3RlbHM="
"2 Star Hotels						","Hotels						,","Hotel Padmini Residency","6-1-1062/10/A/11, Lakdi Ka Pool-Khairatabad, Hyderabad - 500004, Opp R R Dist. Collector Office","+(91)-40-33069371","","Lakdi Ka Pool-Khairatabad","Hyderabad","500004","2006","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Hotel-Padmini-Residency-\&lt\;near\&gt\;-Opp-R-R-Dist--Collector-Office--Lakdi-Ka-Pool-Khairatabad/040PXX40-XX40-100511130413-E9U5_BZDET?xid=SHlkZXJhYmFkIDIgU3RhciBIb3RlbHM="
"AC Banquet Halls						","Hotels						,","Excellency Corporate Homes","Jaya Excellency Corporate Homes, Begumpet, Hyderabad - 500016, Opp To Manohar Hotel,Beside ICICI Bank","+(91)-40-33060935","","Begumpet","Hyderabad","500016","","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Excellency-Corporate-Homes-\&lt\;near\&gt\;-Opp-To-Manohar-Hotel-Beside-ICICI-Bank-Begumpet/040P1238502938M7C2G3_BZDET?xid=SHlkZXJhYmFkIDIgU3RhciBIb3RlbHM="
"Lodging Services						","Hotels						,","OYO Rooms","1-1-419/F1, Flat No 1, Swagruha Apartment, Hyderabad GPO, Hyderabad - 500001, Gandhi Nagar","+(91)-9953350145","","Hyderabad GPO","Hyderabad","500001","","Monday -Sunday ","http://www.justdial.com/Hyderabad/OYO-Rooms-\&lt\;near\&gt\;-Gandhi-Nagar-Hyderabad-GPO/040PXX40-XX40-141218163249-S3S3_BZDET?xid=SHlkZXJhYmFkIDMgU3RhciBIb3RlbHM="
"3 Star Hotels						","Hotels						,","Sri Sai Regency Hotel","Door No 3-4-4, Block B, Legend Sri Laxmi, Kachiguda, Hyderabad - 500027, Opposite To Badruka College","+(91)-40-33085749","","Kachiguda","Hyderabad","500027","2009","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sri-Sai-Regency-Hotel-\&lt\;near\&gt\;-Opposite-To-Badruka-College-Kachiguda/040PXX40-XX40-110805113305-U7J7_BZDET?xid=SHlkZXJhYmFkIDMgU3RhciBIb3RlbHM="
"3 Star Hotels						","Hotels						,","Hotel I K London Residency","House No 6-3-656, Main Road, Somajiguda, Hyderabad - 500082, Opposite To Asian Institute, Kapadia Lane","+(91)-40-39616152","","Somajiguda","Hyderabad","500082","2002","Monday -Sunday ","http://www.justdial.com/Hyderabad/Hotel-I-K-London-Residency-\&lt\;near\&gt\;-Opposite-To-Asian-Institute--Kapadia-Lane-Somajiguda/040PXX40-XX40-120702131347-J2V1_BZDET?xid=SHlkZXJhYmFkIDMgU3RhciBIb3RlbHM="
"3 Star Hotels						","Hotels						,","1589 Generation X Hotel","Road No 12, Banjara Hills, Hyderabad - 500034, Lane Opposite Famalia Hospital,Beside Taj Banjara","+(91)-40-33069381","","Banjara Hills","Hyderabad","500034","1991","Monday -Sunday ","http://www.justdial.com/Hyderabad/1589-Generation-X-Hotel-\&lt\;near\&gt\;-Lane-Opposite-Famalia-Hospital-Beside-Taj-Banjara-Banjara-Hills/040PXX40-XX40-100511224828-L7U3_BZDET?xid=SHlkZXJhYmFkIDMgU3RhciBIb3RlbHM="
"Hotels						","3 Star Hotels						,","Genx Kasani G R","Members Of 1589 Hotel, Hitech City, Hyderabad - 500081, Beside Indian Oil Petrol Bunk","+(91)-40-33921063","","Hitech City","Hyderabad","500081","2014","Monday -Sunday ","http://www.justdial.com/Hyderabad/Genx-Kasani-G-R-\&lt\;near\&gt\;-Beside-Indian-Oil-Petrol-Bunk-Hitech-City/040PXX40-XX40-141028122918-S1U7_BZDET?xid=SHlkZXJhYmFkIDMgU3RhciBIb3RlbHM="
"Hotels						","3 Star Hotels						,","Majestica Inn And Banquets","House No 2-41/2/A , 2nd Floor , Pavan Priyanka Plaza, Kondapur, Hyderabad - 500084, Opposite To Hars...","+(91)-40-33015384","","Kondapur","Hyderabad","500084","2012","Monday -Sunday ","http://www.justdial.com/Hyderabad/Majestica-Inn-And-Banquets-\&lt\;near\&gt\;-Opposite-To-Harsha-Toyota-Kondapur/040PXX40-XX40-130411132122-G1V2_BZDET?xid=SHlkZXJhYmFkIDMgU3RhciBIb3RlbHM="
"3 Star Hotels						","Hotels						,","Best Western Ashoka Hitech City","House No 1-98/8/5 Plot No-12/B Survey No 71/1, Jai Hind Society, Madhapur, Hyderabad - 500081","+(91)-40-33920742","","Madhapur","Hyderabad","500081","2014","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Best-Western-Ashoka-Hitech-City-\&lt\;near\&gt\;-Madhapur/040PXX40-XX40-141009180248-P8K2_BZDET?xid=SHlkZXJhYmFkIDMgU3RhciBIb3RlbHM="
"3 Star Hotels						","Hotels						,","Best Western Ashoka","House No 6170, Lakdi Ka Pool-Khairatabad, Hyderabad - 500004, Opposite To Lakdikapool Bus Stop","+(91)-40-33064953","","Lakdi Ka Pool-Khairatabad","Hyderabad","500004","1990","Monday -Sunday ","http://www.justdial.com/Hyderabad/Best-Western-Ashoka-\&lt\;near\&gt\;-Opposite-To-Lakdikapool-Bus-Stop-Lakdi-Ka-Pool-Khairatabad/040PXX40-XX40-000536991462-C2S0_BZDET?xid=SHlkZXJhYmFkIDMgU3RhciBIb3RlbHM="
"Hotels						","3 Star Hotels						,","Swagath Grand","Habsiguda, Hyderabad - 500007, Opposite To CCMB, Habsiguda X Roads","+(91)-40-33066622","","Habsiguda","Hyderabad","500007","2009","Monday -Sunday ","http://www.justdial.com/Hyderabad/Swagath-Grand-\&lt\;near\&gt\;-Opposite-To-CCMB--Habsiguda-X-Roads-Habsiguda/040PXX40-XX40-090914115311-W9B2_BZDET?xid=SHlkZXJhYmFkIDMgU3RhciBIb3RlbHM="
"Hotels						","3 Star Hotels						,","Hotel Sunshine Grand","House No 3-2-1/1/2, Servey No 74, Kachiguda, Hyderabad - 500027, Beside Kumar Theatre","+(91)-40-39615221","","Kachiguda","Hyderabad","500027","2006","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Hotel-Sunshine-Grand-\&lt\;near\&gt\;-Beside-Kumar-Theatre-Kachiguda/040PXX40-XX40-120430152356-Y5H8_BZDET?xid=SHlkZXJhYmFkIDMgU3RhciBIb3RlbHM="
"Resorts						","Hotels						,","Aalankrita Resorts","Survey No 147 & 148, Shamirpet, Rangareddy - 500078, Thumkunta","+(91)-40-33014044","","Shamirpet","Hyderabad","500078","1994","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Aalankrita-Resorts-\&lt\;near\&gt\;-Thumkunta-Shamirpet/040PXX40-XX40-130206154702-D3X8_BZDET?xid=SHlkZXJhYmFkIDQgU3RhciBIb3RlbHM="
"AC Banquet Halls						","Hotels						,","Hampshire Plaza Hotel","House No 6-1-79 & 80, Lakdi Ka Pool-khairatabad, Hyderabad - 500004","+(91)-40-39519876","","Lakdi Ka Pool-khairatabad","Hyderabad","500004","2004","Monday -Sunday ","http://www.justdial.com/Hyderabad/Hampshire-Plaza-Hotel-\&lt\;near\&gt\;-Lakdi-Ka-Pool-khairatabad/040PXX40-XX40-140822121647-Q4D9_BZDET?xid=SHlkZXJhYmFkIDQgU3RhciBIb3RlbHM="
"Hotels						","4 Star Hotels						,","Green Park Hotel","Plot No 7-1-26, Begumpet, Hyderabad - 500016, Greenlands, Beside Dr Reddys Labs","+(91)-40-66515151","23757575","Begumpet","Hyderabad","500016","1993","Monday -Check-Out: ","http://www.justdial.com/hyderabad/Green-Park-Hotel-\&lt\;near\&gt\;-Greenlands--Beside-Dr-Reddys-Labs-Begumpet/040P2900386_BZDET?xid=SHlkZXJhYmFkIDQgU3RhciBIb3RlbHM="
"Hotels						","4 Star Hotels						,","Lemon Tree Premier","Plot No 2, Survey No 64, Madhapur, Hyderabad - 500081, Opposite IT Raheja Mindspace","+(91)-40-44212121","","Madhapur","Hyderabad","500081","2011","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Lemon-Tree-Premier-\&lt\;near\&gt\;-Opposite-IT-Raheja-Mindspace-Madhapur/040PXX40-XX40-090506140847-E5E9_BZDET?xid=SHlkZXJhYmFkIDQgU3RhciBIb3RlbHM="
"Hotels						","4 Star Hotels						,","Golkonda Hotel","Masab Tank, Hyderabad - 500028, Opp Jntu Polytechinc College, Beside Mahaveer Hospital","+(91)-40-66110101","","Masab Tank","Hyderabad","500028","","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Golkonda-Hotel-\&lt\;near\&gt\;-Opp-Jntu-Polytechinc-College--Beside-Mahaveer-Hospital-Masab-Tank/040PXX40-XX40-110430074604-Z8R9_BZDET?xid=SHlkZXJhYmFkIDQgU3RhciBIb3RlbHM="
"AC Banquet Halls						","Hotels						,","Aditya Park Inn Hotel","Aditya Trade Centre, Ameerpet, Hyderabad - 500016, Beside Aditya Enclave","+(91)-40-66788888","","Ameerpet","Hyderabad","500016","2000","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Aditya-Park-Inn-Hotel-\&lt\;near\&gt\;-Beside-Aditya-Enclave-Ameerpet/040PPE03482_BZDET?xid=SHlkZXJhYmFkIDQgU3RhciBIb3RlbHM="
"Hotels						","4 Star Hotels						,","Fortune Park Vallabha","Plot No 515 & 516, Road No 12, Banjara Hills, Hyderabad - 500034, Beside ICICI Bank, Opposite Relian...","+(91)-40-39884444","","Banjara Hills","Hyderabad","500034","2009","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Fortune-Park-Vallabha-\&lt\;near\&gt\;-Beside-ICICI-Bank--Opposite-Reliance-Digital-Banjara-Hills/040PXX40-XX40-090815144925-V6E4_BZDET?xid=SHlkZXJhYmFkIDQgU3RhciBIb3RlbHM="
"Hotels						","4 Star Hotels						,","Lemon Tree Hotel","Survey No 115/1, Serilingampally Road, Gachibowli, Hyderabad - 500032, Financial District, Nanakramguda","+(91)-40-44141414","","Gachibowli","Hyderabad","500032","2014","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Lemon-Tree-Hotel-\&lt\;near\&gt\;-Financial-District--Nanakramguda-Gachibowli/040PXX40-XX40-150220152006-E9I6_BZDET?xid=SHlkZXJhYmFkIDQgU3RhciBIb3RlbHM="
"4 Star Hotels						","Hotels						,","Courtyard Marriott","Door No 1-3-1024, Tank Bund Road, Lower Tank Bund, Hyderabad - 500029","+(91)-40-27522888","","Lower Tank Bund","Hyderabad","500029","2010","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Courtyard-Marriott-\&lt\;near\&gt\;-Lower-Tank-Bund/040PXX40-XX40-091209081353-K1P5_BZDET?xid=SHlkZXJhYmFkIDQgU3RhciBIb3RlbHM="
"4 Star Hotels						","Hotels						,","Holiday Inn Express","Gachibowli, Hyderabad - 500032, Near Indian Business School","+(91)-40-45416699","","Gachibowli","Hyderabad","500032","","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Holiday-Inn-Express-\&lt\;near\&gt\;-Near-Indian-Business-School-Gachibowli/040PXX40-XX40-140218153451-Y6M8_BZDET?xid=SHlkZXJhYmFkIDQgU3RhciBIb3RlbHM="
"Hotels						","Resorts						,","Leonia Holistic Destination","House No 430, Shamirpet, Rangareddy - 500078, Bommaraspet","+(91)-40-33067092","","Shamirpet","Hyderabad","500078","","Monday -Sunday ","http://www.justdial.com/Hyderabad/Leonia-Holistic-Destination-\&lt\;near\&gt\;-Bommaraspet-Shamirpet/040PXX40-XX40-091031122420-J8Y3_BZDET?xid=SHlkZXJhYmFkIDUgU3RhciBIb3RlbHM="
"5 Star Hotels						","Hotels						,","Trident Hyderabad","C/O Trident Hotel, Hitech City, Hyderabad - 500081, Opposite Cyber Towers, Patrika Nagar","+(91)-40-39512919","","Hitech City","Hyderabad","500081","2013","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Trident-Hyderabad-\&lt\;near\&gt\;-Opposite-Cyber-Towers--Patrika-Nagar-Hitech-City/040PXX40-XX40-131125135608-J7V7_BZDET?xid=SHlkZXJhYmFkIDUgU3RhciBIb3RlbHM="
"5 Star Hotels						","Hotels						,","Novotel Hyderabad","Po Bag 1101, Cyberabad Post Office, Madhapur, Hyderabad - 500081, Near Hitech City","+(91)-40-66824422","","Madhapur","Hyderabad","500081","","","http://www.justdial.com/Hyderabad/Novotel-Hyderabad-\&lt\;near\&gt\;-Near-Hitech-City-Madhapur/040PG003309_BZDET?xid=SHlkZXJhYmFkIDUgU3RhciBIb3RlbHM="
"Hotels						","5 Star Hotels						,","Taj Krishna Hotel","Road No 1, Banjara Hills, Hyderabad - 500034, Opposite City Central Mall","+(91)-40-66662323","66292323","Banjara Hills","Hyderabad","500034","2000","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Taj-Krishna-Hotel-\&lt\;near\&gt\;-Opposite-City-Central-Mall-Banjara-Hills/040P11502_BZDET?xid=SHlkZXJhYmFkIDUgU3RhciBIb3RlbHM="
"Hotels						","5 Star Hotels						,","The Park Hyderabad","Plot No 22, Raj Bhavan Road, Somajiguda, Hyderabad - 500082","+(91)-40-23456789","44990000","Somajiguda","Hyderabad","500082","2010","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/The-Park-Hyderabad-\&lt\;near\&gt\;-Somajiguda/040P9009826_BZDET?xid=SHlkZXJhYmFkIDUgU3RhciBIb3RlbHM="
"Hotels						","5 Star Hotels						,","Taj Falaknuma Palace","Falaknuma, Hyderabad - 500053, Engine Bowli","+(91)-40-66298585","","Falaknuma","Hyderabad","500053","2010","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Taj-Falaknuma-Palace-\&lt\;near\&gt\;-Engine-Bowli-Falaknuma/040PXX40-XX40-101106103552-Y2S3_BZDET?xid=SHlkZXJhYmFkIDUgU3RhciBIb3RlbHM="
"Hotels						","5 Star Hotels						,","Avasa Hotel","Door No 15-24-25-26, Sector 1, Huda Techno Enclave, Main Road, Madhapur, Hyderabad - 500081, Near Hi...","+(91)-40-67282828","","Madhapur","Hyderabad","500081","2012","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Avasa-Hotel-\&lt\;near\&gt\;-Near-Hitech-City--Opposite-NIFT-College-Madhapur/040PXX40-XX40-120228105729-N9C9_BZDET?xid=SHlkZXJhYmFkIDUgU3RhciBIb3RlbHM="
"Hotels						","5 Star Hotels						,","Park Hyatt Hotel","Road No 2, Banjara Hills, Hyderabad - 500034, Near Lv Prasad Eye Hospital","+(91)-40-49491234","","Banjara Hills","Hyderabad","500034","2011","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Park-Hyatt-Hotel-\&lt\;near\&gt\;-Near-Lv-Prasad-Eye-Hospital-Banjara-Hills/040PXX40-XX40-110117174430-X6X9_BZDET?xid=SHlkZXJhYmFkIDUgU3RhciBIb3RlbHM="
"Hotels						","5 Star Hotels						,","Marigold By Green Park","Green Lands, Hyderabad - 500016, Adjacent Green Park Hotel","+(91)-40-67363636","","Green Lands","Hyderabad","500016","2011","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Marigold-By-Green-Park-\&lt\;near\&gt\;-Adjacent-Green-Park-Hotel-Green-Lands/040PXX40-XX40-111203174126-V7V2_BZDET?xid=SHlkZXJhYmFkIDUgU3RhciBIb3RlbHM="
"Hotels						","5 Star Hotels						,","The Westin Hyderabad MIndspace","Mindspace, Madhapur, Hyderabad - 500081, Raheja IT Park, Hitech City","+(91)-40-67676767","","Madhapur","Hyderabad","500081","2009","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/The-Westin-Hyderabad-MIndspace-\&lt\;near\&gt\;-Raheja-IT-Park--Hitech-City-Madhapur/040P1222241200E5R6R8_BZDET?xid=SHlkZXJhYmFkIDUgU3RhciBIb3RlbHM="
"Lodging Services						","Hotels						,","OYO Rooms","1-1-419/F1, Flat No 1, Swagruha Apartment, Hyderabad GPO, Hyderabad - 500001, Gandhi Nagar","+(91)-9953350145","","Hyderabad GPO","Hyderabad","500001","","Monday -Sunday ","http://www.justdial.com/Hyderabad/OYO-Rooms-\&lt\;near\&gt\;-Gandhi-Nagar-Hyderabad-GPO/040PXX40-XX40-141218163249-S3S3_BZDET?xid=SHlkZXJhYmFkIEhvdGVscw=="
"3 Star Hotels						","Hotels						,","Hotel I K London Residency","House No 6-3-656, Main Road, Somajiguda, Hyderabad - 500082, Opposite To Asian Institute, Kapadia Lane","+(91)-40-39616152","","Somajiguda","Hyderabad","500082","2002","Monday -Sunday ","http://www.justdial.com/Hyderabad/Hotel-I-K-London-Residency-\&lt\;near\&gt\;-Opposite-To-Asian-Institute--Kapadia-Lane-Somajiguda/040PXX40-XX40-120702131347-J2V1_BZDET?xid=SHlkZXJhYmFkIEhvdGVscw=="
"3 Star Hotels						","Hotels						,","Sri Sai Regency Hotel","Door No 3-4-4, Block B, Legend Sri Laxmi, Kachiguda, Hyderabad - 500027, Opposite To Badruka College","+(91)-40-33085749","","Kachiguda","Hyderabad","500027","2009","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sri-Sai-Regency-Hotel-\&lt\;near\&gt\;-Opposite-To-Badruka-College-Kachiguda/040PXX40-XX40-110805113305-U7J7_BZDET?xid=SHlkZXJhYmFkIEhvdGVscw=="
"Lodging Services						","Hotels						,","Sri Supraja Group Of Hotels","Plot No 4-91, Chanda Nagar, Hyderabad - 500050, Above DCB Bank","+(91)-40-33067427","","Chanda Nagar","Hyderabad","500050","2006","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Sri-Supraja-Group-Of-Hotels-\&lt\;near\&gt\;-Above-DCB-Bank-Chanda-Nagar/040PXX40-XX40-091204160632-N3B2_BZDET?xid=SHlkZXJhYmFkIEhvdGVscw=="
"Apartment Hotels						","Hotels						,","Tanisha Jubilee","Shop No 8-2-293/82/A/101/A, Road No 13, Jubilee Hills, Hyderabad - 500033, Opposite To Celebration H...","+(91)-40-39618113","","Jubilee Hills","Hyderabad","500033","2013","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Tanisha-Jubilee-\&lt\;near\&gt\;-Opposite-To-Celebration-Hotel-Beside-To-Chiranjeevi-Blood-Bank-Jubilee-Hills/040PXX40-XX40-121110103918-F2R7_BZDET?xid=SHlkZXJhYmFkIEhvdGVscw=="
"Hotels						","Apartment Hotels						,","Skyla Serviced Apartments","Plot Number 77/B-A , Vinayagar Mangalagiri Apartments, Road Number 10, Avenue 4, Banjara Hills, Hyde...","+(91)-40-33060898","","Banjara Hills","Hyderabad","500034","2008","Monday -Check-Out: ","http://www.justdial.com/Hyderabad/Skyla-Serviced-Apartments-\&lt\;near\&gt\;-Lane-Beside-Soma-Constructions-Banjara-Hills/040P1237441734U4F9B1_BZDET?xid=SHlkZXJhYmFkIEhvdGVscw=="
